Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
3079,527.2485895249999,0.00988352499996381,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3080,527.3242844499999,0.07569492499999342,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3081,527.3286043749999,0.004319925000004332,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3082,527.3390755749999,0.01047119999998358,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,01,,,,,,,,,
3083,527.410754875,0.07167930000002798,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3084,527.452203375,0.04144850000000133,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,01,00,00,00,A3,07,01,,,
3085,527.485768575,0.03356519999999818,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,1A,,,
3086,527.4959498999999,0.01018132499996227,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3087,527.5026535,0.006703600000037113,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,A8,13,45,,,
3088,527.528188,0.02553450000004886,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3089,527.5699552999999,0.04176729999994677,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3090,527.628484225,0.05852892500001872,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,4C,00,9E,13,3B,18,00,,,
3091,527.632696025,0.004211800000007315,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FA,,,,,,,,,
3092,527.6446933249999,0.0119972999999618,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3093,527.7194184499999,0.07472512499998629,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3094,527.72775195,0.008333500000048844,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3095,527.7322517499999,0.004499799999962306,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,E6,,,,,,,,,
3096,527.80687885,0.07462710000004336,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3097,527.832600675,0.02572182500000508,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,D8,,,,,,,,,
3098,527.89198675,0.05938607500002036,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3099,527.92836445,0.03637770000000274,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3100,527.9319443749999,0.003579924999939976,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,D1,,,,,,,,,
3101,527.96704605,0.0351016750000781,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3102,528.032246525,0.06520047499998327,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,CD,,,,,,,,,
3103,528.0417619999999,0.009515474999943762,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3104,528.1164330749999,0.07467107499996928,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3105,528.1279865,0.01155342500010192,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3106,528.1326201749999,0.004633674999922732,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,C0,,,,,,,,,
3107,528.202969575,0.07034940000005463,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3108,528.231975175,0.02900560000000496,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,BE,,,,,,,,,
3109,528.287095575,0.05512039999996432,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3110,528.3274889749999,0.04039339999997082,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3111,528.3323028,0.004813825000042016,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,BA,,,,,,,,,
3112,528.361051,0.02874819999999545,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3113,528.436836,0.07578499999999622,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3114,528.5115070749999,0.07467107499996928,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3115,528.5281720749999,0.01666499999998905,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3116,528.5979534749999,0.06978140000001076,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3117,528.6098326,0.01187912500006405,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A8,,,,,,,,,
3118,528.6197037749999,0.009871174999943832,319957951053824,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,A8,00,00,00,9C,07,01,,,
3119,528.6199658749999,0.0002620999999862761,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
3120,528.6202059999999,0.0002401250000048094,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,A4,13,45,,,
3121,528.6356047749999,0.0153987749999942,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,13,3B,1A,00,,,
3122,528.6863595,0.05075472500004707,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3123,528.7101055749999,0.02374607499996273,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,91,,,,,,,,,
3124,528.7297183749999,0.01961280000000443,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3125,528.76333815,0.03361977500003377,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3126,528.81047825,0.0471400999999787,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,8F,,,,,,,,,
3127,528.8388844999999,0.02840624999998908,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3128,528.909812325,0.07092782500001249,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,87,,,,,,,,,
3129,528.91400215,0.004189825000025848,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3130,528.9307392249999,0.01673707499992361,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3131,528.9922652,0.0615259750001087,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3132,529.010141825,0.01787662499998532,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7A,,,,,,,,,
3133,529.066384125,0.05624230000000807,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3134,529.110528425,0.04414429999997082,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,70,,,,,,,,,
3135,529.13059715,0.02006872499998735,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3136,529.144056375,0.01345922500001962,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3137,529.2098467999999,0.06579042499993193,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,66,,,,,,,,,
3138,529.2199002,0.01005340000006072,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3139,529.2948913,0.07499110000003384,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3140,529.3101561,0.01526479999995445,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,5B,,,,,,,,,
3141,529.331618725,0.02146262500002649,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3142,529.3722801,0.04066137500001332,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3143,529.4472711999999,0.07499109999992015,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3144,529.5222623,0.07499110000003384,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3145,529.5397231999999,0.01746089999994638,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3146,529.5948905,0.05516730000010739,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,53,,,,,,,,,
3147,529.5972164999999,0.002325999999925444,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3148,529.674645425,0.07742892500004928,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3149,529.695195725,0.02055029999996805,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,42,,,,,,,,,
3150,529.695699825,0.0005041000000574059,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,42,00,00,00,98,07,01,,,
3151,529.695961925,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
3152,529.6961960249999,0.0002340999999432824,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,A3,13,45,,,
3153,529.71161075,0.01541472500002783,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,13,3B,1B,00,,,
3154,529.7401469499999,0.02853619999996226,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3155,529.75029635,0.01014940000004572,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3156,529.795514625,0.04521827500002473,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,39,,,,,,,,,
3157,529.8254166749999,0.02990204999991874,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3158,529.894836825,0.06942015000004176,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,30,,,,,,,,,
3159,529.9145014999999,0.01966467499994451,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3160,529.941177825,0.02667632500003947,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3161,529.9950583,0.05388047500002813,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3162,529.9952265999999,0.0001682999999275126,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,28,,,,,,,,,
3163,530.0694756749999,0.07424907500001154,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3164,530.095545575,0.02606990000003862,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,1F,,,,,,,,,
3165,530.1443442999999,0.04879872499998328,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3166,530.1478142,0.003469900000027337,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3167,530.1948861999999,0.04707199999995737,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,1F,,,,,,,,,
3168,530.222988475,0.02810227500003748,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3169,530.3116465749999,0.08865809999997509,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3170,530.345228425,0.03358185000001868,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3171,530.395807175,0.05057874999999967,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3172,530.399065075,0.003257899999994152,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
3173,530.473534075,0.07446900000002188,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3174,530.544955375,0.07142129999999725,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3175,530.54843335,0.003477975000009792,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3176,530.56759785,0.01916449999998804,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
3177,530.623306225,0.0557083749999947,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3178,530.66693845,0.0436322250000103,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FB,,,,,,,,,
3179,530.712393575,0.04545512499998949,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3180,530.74592935,0.03353577500001848,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3181,530.7672776749999,0.02134832499996264,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
3182,530.76778585,0.0005081750000499596,319957951053824,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,ED,00,00,00,95,07,01,,,
3183,530.76804595,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
3184,530.7682799749999,0.0002340249999406296,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,A3,13,45,,,
3185,530.783688775,0.01540880000004563,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,13,3B,1C,00,,,
3186,530.79698405,0.01329527500001859,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3187,530.8676259499999,0.07064189999994142,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
3188,530.875063575,0.007437625000079606,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3189,530.946436875,0.07137330000000475,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3190,530.953266475,0.006829599999946367,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3191,530.9669335499999,0.01366707499994391,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,DF,,,,,,,,,
3192,531.02809955,0.06116600000007111,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3193,531.0672742749999,0.03917472499995256,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D3,,,,,,,,,
3194,531.117184975,0.04991070000005493,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3195,531.1474051,0.03022012500002802,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3196,531.1676514,0.02024629999993976,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D3,,,,,,,,,
3197,531.1981095,0.03045810000003258,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3198,531.266981675,0.06887217500002407,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D0,,,,,,,,,
3199,531.2725174,0.005535724999958802,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3200,531.3472004749999,0.07468307499993898,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3201,531.35067635,0.0034758750000492,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3202,531.42872515,0.07804880000003322,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3203,531.51437145,0.08564630000000761,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3204,531.54790135,0.03352989999996226,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3205,531.57705705,0.02915570000004664,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,B9,,,,,,,,,
3206,531.598607725,0.02155067499995766,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3207,531.6762006,0.0775928750000503,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3208,531.747267925,0.0710673249999445,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3209,531.7544075249999,0.007139599999959501,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3210,531.7594872,0.005079675000047246,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,B9,,,,,,,,,
3211,531.8292326,0.06974539999998797,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3212,531.8587742,0.02954160000001594,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,AA,,,,,,,,,
3213,531.915010575,0.05623637500002587,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3214,531.9482464499999,0.03323587499994574,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3215,531.95915765,0.01091120000000956,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,A7,,,,,,,,,
3216,531.95966575,0.0005081000000473068,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,A7,00,00,00,92,07,01,,,
3217,531.95992785,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
3218,531.9601699499999,0.0002420999999230844,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,A0,13,45,,,
3219,531.97567065,0.01550070000007508,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,13,3B,1C,62,,,
3220,531.9964714499999,0.02080079999996087,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3221,532.05950605,0.06303460000003724,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,9E,,,,,,,,,
3222,532.07419325,0.01468720000002577,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3223,532.14857035,0.07437709999999242,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3224,532.1520461499999,0.00347579999993286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3225,532.159871675,0.007825525000043854,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,92,,,,,,,,,
3226,532.2305250749999,0.07065339999996922,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3227,532.260178675,0.02965360000007422,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,8E,,,,,,,,,
3228,532.316301,0.05612232499993297,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3229,532.3495388,0.03323780000005172,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3230,532.4004095749999,0.05087077499990755,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3231,532.4372064749999,0.03679690000001301,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,79,,,,,,,,,
3232,532.4748261,0.03761962500004756,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3233,532.5492092,0.07438309999997728,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3234,532.552679,0.003469800000061696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3235,532.6277180999999,0.07503909999991265,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3236,532.633909725,0.006191625000042222,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,79,,,,,,,,,
3237,532.70284925,0.06893952500001888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3238,532.7342886499999,0.03143939999995382,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6B,,,,,,,,,
3239,532.7501736749999,0.01588502499998867,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3240,532.78048185,0.03030817500007288,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3241,532.8336092999999,0.05312744999991992,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6B,,,,,,,,,
3242,532.8553018499999,0.02169255000001158,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3243,532.93101895,0.07571710000001985,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3244,532.933972875,0.002953925000042546,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6E,,,,,,,,,
3245,532.9511357499999,0.01716287499993996,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3246,533.008634125,0.05749837500002286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3247,533.034321975,0.02568785000005392,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,62,,,,,,,,,
3248,533.0348300749999,0.00050809999993362,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,62,00,00,00,91,07,01,,,
3249,533.0350901749999,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
3250,533.035324275,0.0002341000000569693,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,9E,13,45,,,
3251,533.0507309999999,0.01540672499993434,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,13,3B,1E,00,,,
3252,533.083657,0.0329260000000886,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3253,533.1336286999999,0.04997169999990092,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,62,,,,,,,,,
3254,533.151545575,0.01791687500008266,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3255,533.158381275,0.006835700000010547,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3256,533.2333763749999,0.07499509999991005,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3257,533.2339885,0.0006121250000887812,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,59,,,,,,,,,
3258,533.3191568999999,0.08516839999992953,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3259,533.352386775,0.03322987500007457,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3260,533.4032614499999,0.05087467499993181,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3261,533.4805563499999,0.07729489999996986,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3262,533.511955675,0.03139932500005216,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,48,,,,,,,,,
3263,533.555368875,0.0434132000000318,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3264,533.5588387749999,0.00346989999991365,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3265,533.608716575,0.04987780000010389,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,48,,,,,,,,,
3266,533.634011075,0.02529449999997268,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3267,533.70910665,0.07509557499997754,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,3A,,,,,,,,,
3268,533.72296775,0.01386109999998553,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3269,533.7563276249999,0.03335987499997372,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3270,533.8072023999999,0.05087477500001114,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3271,533.809458275,0.00225587500005986,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,31,,,,,,,,,
3272,533.8846253749999,0.07516709999993054,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3273,533.9087555,0.02413012500005607,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,29,,,,,,,,,
3274,533.9561282999999,0.04737279999994826,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3275,533.9596042749999,0.003475975000014842,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3276,534.0090881,0.04948382500003845,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,29,,,,,,,,,
3277,534.0347724,0.02568429999996624,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3278,534.1094659749999,0.07469357499996931,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,21,,,,,,,,,
3279,534.10997205,0.0005060750000893677,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,21,00,00,00,91,07,01,,,
3280,534.11023625,0.000264199999946868,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,A8,,,
3281,534.11047835,0.0002421000000367712,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,9C,13,45,,,
3282,534.1234275749999,0.012949224999943,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3283,534.125899475,0.002471900000045934,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,03,17,00,AC,13,3B,1F,00,,,
3284,534.157589475,0.03169000000002598,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3285,534.208164175,0.05057469999997011,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3286,534.208804375,0.0006402000000207408,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,1D,,,,,,,,,
3287,534.2858912749999,0.07708689999992657,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3288,534.357256575,0.07136530000002494,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
3289,534.360732475,0.003475900000012188,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3290,534.3864963999999,0.02576392499997837,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,15,,,,,,,,,
3291,534.4359012,0.04940480000004754,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
3292,534.510594275,0.07469307500002742,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
