Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
2865,519.853932775,0.01105122499996014,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0D,,,,,,,,,
2866,519.914558675,0.06062589999999091,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2867,519.91802865,0.00346997500002999,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2868,519.954279675,0.03625102499995592,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
2869,519.996226775,0.04194710000001578,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2870,520.0546598999999,0.058433124999965,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0A,,,,,,,,,
2871,520.0820100999999,0.02735020000000077,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2872,520.1157079999999,0.03369789999999284,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2873,520.1539868249999,0.03827882500002034,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
2874,520.166294025,0.01230720000000929,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2875,520.2440209,0.07772687500005304,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2876,520.2543281999999,0.01030729999990854,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0B,,,,,,,,,
2877,520.315400225,0.06107202500004405,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2878,520.3188700249999,0.003469799999948009,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2879,520.393923125,0.07505310000010468,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2880,520.454188025,0.06026489999999285,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
2881,520.4830182249999,0.0288301999999021,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2882,520.516418125,0.0333999000000631,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2883,520.5640009499999,0.04758282499994948,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2884,520.63111325,0.06711230000007617,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
2885,520.63840885,0.007295600000020386,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2886,520.6820392249999,0.04363037499990696,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,04,0E,00,00,00,A2,07,01,,,
2887,520.6823013249999,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,B3,,,
2888,520.682539425,0.0002381000000468702,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,B1,13,45,,,
2889,520.6978601999999,0.01532077499996376,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,9D,13,3B,12,00,,,
2890,520.7145213,0.01666110000007848,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2891,520.7181271749999,0.003605874999948356,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2892,520.7314602,0.01333302500006539,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,06,,,,,,,,,
2893,520.7890044,0.05754419999993843,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2894,520.8308149,0.04181049999999686,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,11,,,,,,,,,
2895,520.8674505749999,0.03663567499995679,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2896,520.918119275,0.05066870000007384,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2897,520.9311202,0.01300092500002847,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0D,,,,,,,,,
2898,520.941909575,0.01078937499994481,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2899,521.017580675,0.07567110000002231,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2900,521.03146555,0.01388487500003066,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0F,,,,,,,,,
2901,521.0922816249999,0.06081607499993424,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2902,521.117208025,0.02492640000002666,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2903,521.130813025,0.0136049999999841,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,10,,,,,,,,,
2904,521.1670427749999,0.03622974999996132,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2905,521.23118325,0.06414047500004472,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,05,,,,,,,,,
2906,521.2417166499999,0.0105333999999857,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2907,521.31771365,0.0759970000000294,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2908,521.31796775,0.0002541000000064742,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2909,521.331488825,0.01352107499997146,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0D,,,,,,,,,
2910,521.3922007499999,0.06071192499996414,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2911,521.4714355249999,0.07923477500003173,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2912,521.5173566249999,0.04592109999998684,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2913,521.5556061249999,0.03824950000000626,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2914,521.6295911999999,0.07398507499999596,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2915,521.6892702,0.05967900000007376,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FD,,,,,,,,,
2916,521.7043732999999,0.01510309999991932,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2917,521.7169246249999,0.012551325000004,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2918,521.7800543999999,0.06312977499999306,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2919,521.8301641749999,0.0501097750000099,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FD,,,,,,,,,
2920,521.8665937999999,0.03642962499998248,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2921,521.8769671,0.01037330000008296,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,FD,00,00,00,A2,07,01,,,
2922,521.8772292,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,B3,,,
2923,521.8774632999999,0.0002340999999432824,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,AE,13,45,,,
2924,521.892772025,0.01530872500006808,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,9D,13,3B,13,00,,,
2925,521.9174945249999,0.02472249999993892,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2926,521.9305115999999,0.01301707499999338,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FF,,,,,,,,,
2927,521.9520101749999,0.02149857500000962,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2928,522.0267192499999,0.07470907499998702,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2929,522.029853075,0.003133825000077195,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FE,,,,,,,,,
2930,522.1014404499999,0.07158737499992185,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2931,522.11714545,0.01570500000002539,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2932,522.130216575,0.0130711250000104,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,03,,,,,,,,,
2933,522.176225575,0.04600900000002639,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2934,522.230560975,0.05433540000001358,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,00,,,,,,,,,
2935,522.2625748749999,0.03201389999992444,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2936,522.3166873,0.05411242500008484,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2937,522.3478414,0.03115409999998064,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2938,522.4228563749999,0.07501497499993093,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2939,522.4432507749999,0.02039439999998649,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,01,,,,,,,,,
2940,522.4975692749999,0.05431850000002214,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2941,522.51631005,0.01874077500008298,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2942,522.572280475,0.05597042499994132,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2943,522.6094013749999,0.0371208999999908,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,01,,,,,,,,,
2944,522.6586702,0.04926882500001284,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2945,522.7087539749999,0.05008377499996186,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FA,,,,,,,,,
2946,522.716803475,0.008049500000083754,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2947,522.7428578,0.02605432500001825,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2948,522.8090962,0.06623839999997472,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,F3,,,,,,,,,
2949,522.81692375,0.007827550000001793,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2950,522.892641175,0.07571742499999345,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2951,522.90940945,0.016768275000004,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,F3,,,,,,,,,
2952,522.91649315,0.007083699999952842,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2953,522.951126275,0.03463312500002758,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,F3,00,00,00,A3,07,01,,,
2954,522.951386375,0.0002600999999913256,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,67,,,
2955,522.951620575,0.0002342000000226108,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,AE,13,45,,,
2956,522.96708325,0.01546267499998066,354042811514880,F,F,HS CAN $441,HS CAN,,441,F,F,03,6F,00,9D,13,3B,14,00,,,
2957,522.9672974499999,0.0002141999999594191,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2958,523.0087279749999,0.04143052500000976,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EC,,,,,,,,,
2959,523.0538110499999,0.04508307499997954,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2960,523.109118375,0.05530732500005797,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EC,,,,,,,,,
2961,523.116065975,0.006947599999989507,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2962,523.1389686,0.02290262500002882,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2963,523.2094406,0.07047199999999521,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E5,,,,,,,,,
2964,523.2130243749999,0.003583774999924572,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2965,523.28765155,0.07462717500004601,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2966,523.3087478499999,0.02109629999995377,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E6,,,,,,,,,
2967,523.316599375,0.007851525000091897,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2968,523.3634083749999,0.04680899999993926,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2969,523.4499227,0.08651432500005285,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2970,523.5161703,0.06624759999999696,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2971,523.5350651,0.01889479999999821,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2972,523.602997425,0.06793232500001523,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D9,,,,,,,,,
2973,523.6090091249999,0.006011699999930897,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2974,523.68250685,0.07349772500003837,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D9,,,,,,,,,
2975,523.68376285,0.001256000000012136,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2976,523.71573085,0.03196800000000622,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2977,523.7585400749999,0.04280922499992812,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2978,523.7818141749999,0.02327409999998054,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D6,,,,,,,,,
2979,523.845985875,0.06417170000008809,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2980,523.8821808,0.03619492500001798,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D2,,,,,,,,,
2981,523.916430625,0.03424982499996076,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2982,523.9313278249999,0.01489719999995032,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2983,523.9825274,0.05119957500005512,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,CC,,,,,,,,,
2984,524.006148025,0.02362062500003504,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2985,524.023178625,0.01703059999999823,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,CC,00,00,00,A3,07,01,,,
2986,524.023440725,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,67,,,
2987,524.023680925,0.0002402000000074622,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,AC,13,45,,,
2988,524.0392016,0.01552067499994792,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,03,6F,00,9D,13,3B,14,62,,,
2989,524.081872,0.04267040000001998,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,C9,,,,,,,,,
2990,524.0820040999999,0.000132099999973434,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2991,524.115965975,0.03396187500004544,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2992,524.15659135,0.04062537499999052,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2993,524.182219175,0.02562782500001504,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,C2,,,,,,,,,
2994,524.24305925,0.06084007499998734,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2995,524.3154944749999,0.0724352249999356,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2996,524.329905575,0.01441110000007484,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2997,524.395888,0.06598242500001561,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,BF,,,,,,,,,
2998,524.4043355,0.008447499999988395,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2999,524.479024525,0.07468902499999786,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3000,524.530095275,0.05107075000000805,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3001,524.5538952999999,0.02380002499990042,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,BF,,,,,,,,,
3002,524.5547154249999,0.0008201250000183791,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3003,524.6401397249999,0.08542429999999968,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3004,524.65425065,0.01411092500006816,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,B6,,,,,,,,,
3005,524.725328025,0.07107737499995892,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3006,524.72988375,0.004555725000045641,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3007,524.7545838249999,0.02470007499994154,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,B2,,,,,,,,,
3008,524.79930895,0.04472512500001358,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3009,524.853912325,0.05460337500005608,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,A5,,,,,,,,,
3010,524.8740349999999,0.02012267499992504,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3011,524.9294713749999,0.05543637499999932,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3012,524.9487462,0.01927482500002498,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3013,524.9542938999999,0.005547699999965516,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,A1,,,,,,,,,
3014,525.0362184749999,0.08192457500001638,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3015,525.05462715,0.01840867500004606,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,98,,,,,,,,,
3016,525.0952876499999,0.04066049999994448,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,98,00,00,00,A4,07,01,,,
3017,525.0955517499999,0.0002640999999812266,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,67,,,
3018,525.09579185,0.0002401000000418208,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,AC,13,45,,,
3019,525.111202575,0.01541072500003793,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,03,6F,00,9D,13,3B,16,00,,,
3020,525.1214761,0.01027352500000234,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3021,525.129039725,0.007563624999988861,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3022,525.154989525,0.02594980000003488,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,8D,,,,,,,,,
3023,525.1965169499999,0.04152742499991291,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3024,525.2553018999999,0.05878495000001749,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,8A,,,,,,,,,
3025,525.2712349249999,0.01593302499998117,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3026,525.329705,0.0584700750000593,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3027,525.345946025,0.01624102499999936,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3028,525.4323304,0.08638437499996598,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3029,525.516544825,0.0842144250000274,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3030,525.52923015,0.01268532500000674,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3031,525.531796,0.002565849999996317,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,80,,,,,,,,,
3032,525.5905002249999,0.05870422499992856,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3033,525.6321006999999,0.04160047499999564,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,73,,,,,,,,,
3034,525.6662825249999,0.03418182500001876,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3035,525.728878325,0.06259580000005371,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3036,525.7324843,0.003605975000027684,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,70,,,,,,,,,
3037,525.7410158,0.008531500000003689,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3038,525.8277681,0.08675229999994372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3039,525.831813925,0.004045825000048353,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,6C,,,,,,,,,
3040,525.912972525,0.08115859999998065,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3041,525.9284455999999,0.01547307499993167,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3042,525.9321233999999,0.003677799999991294,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,65,,,,,,,,,
3043,525.987643725,0.05552032500008863,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3044,526.0324859,0.04484217499998522,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,62,,,,,,,,,
3045,526.0623260249999,0.02984012499996424,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3046,526.129285625,0.06695960000001833,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3047,526.131811625,0.002525999999988926,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,57,,,,,,,,,
3048,526.1380233249999,0.00621169999999438,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3049,526.17243845,0.03441512500000954,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,57,00,00,00,A3,07,01,,,
3050,526.1727025499999,0.0002640999999812266,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,1A,,,
3051,526.17293865,0.0002361000000519198,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,A9,13,45,,,
3052,526.1883614249999,0.01542277499993361,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,03,4C,00,9E,13,3B,17,00,,,
3053,526.2235591499999,0.03519772499998908,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3054,526.23215455,0.008595400000103837,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,54,,,,,,,,,
3055,526.308677525,0.07652297499998895,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3056,526.3285222999999,0.01984477499991044,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3057,526.3325001249999,0.003977824999992663,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,46,,,,,,,,,
3058,526.382684825,0.05018470000004527,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3059,526.4574179,0.07473307500004012,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3060,526.5282411999999,0.07082329999991543,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3061,526.5321710999999,0.003929900000002818,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3062,526.6196212999999,0.08745020000003478,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3063,526.704747675,0.08512637500007258,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3064,526.7219423749999,0.01719469999989087,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,2D,,,,,,,,,
3065,526.72880205,0.006859675000100651,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3066,526.77883875,0.05003669999996418,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3067,526.839393675,0.06055492500001947,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,2D,,,,,,,,,
3068,526.85446265,0.01506897499996285,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3069,526.928321925,0.07385927500001799,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3070,526.9292018499999,0.0008799249999356107,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3071,526.938687275,0.009485425000093528,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,1F,,,,,,,,,
3072,527.01566615,0.07697887500000888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3073,527.0390202499999,0.02335409999989224,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,11,,,,,,,,,
3074,527.099918325,0.06089807500006827,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3075,527.1279705249999,0.02805219999993369,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
3076,527.139409725,0.01143920000004073,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0C,,,,,,,,,
3077,527.1738255,0.03441577500007042,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
3078,527.238706,0.06488049999995837,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0C,,,,,,,,,
