Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
9165,721.0855333,0.008827575000054821,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
9166,721.1760115,0.09047820000000684,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,63,,,,,,,,,
9167,721.1800774,0.004065900000000511,284773578964992,F,F,HS CAN $777,HS CAN,,777,F,F,00,10,,,,,,,,,
9168,721.2544405,0.07436310000002777,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9169,721.2763547,0.02191419999996924,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,5A,,,,,,,,,
9170,721.3362926249999,0.05993792499998563,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9171,721.42050905,0.08421642500002235,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9172,721.505525425,0.08501637500000925,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9173,721.5741836249999,0.06865819999995892,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,4D,,,,,,,,,
9174,721.5905426999999,0.01635907499996847,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9175,721.6748931249999,0.0843504250000251,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9176,721.72596875,0.05107562500006679,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,4D,00,00,01,04,07,01,,,
9177,721.759530025,0.03356127500001094,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,6D,3D,2C,3C,19,4C,,,
9178,721.7600500249999,0.0005199999999376814,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,00,10,,,,,,,,,
9179,721.77644285,0.01639282500002537,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,2C,13,45,,,
9180,721.7970910749999,0.02064822499994534,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,08,04,00,EF,14,02,27,00,,,
9181,721.801142875,0.004051800000070216,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,4D,,,,,,,,,
9182,721.845746,0.04460312499998054,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,10,,,,,,,,,
9183,721.8999534,0.05420739999999569,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,48,,,,,,,,,
9184,721.9300915,0.03013810000004468,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,10,,,,,,,,,
9185,722.000311575,0.07022007499995198,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,43,,,,,,,,,
9186,722.0150006,0.01468902500005242,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9187,722.100147,0.08514639999998508,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9188,722.1006632,0.0005161999999927502,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,40,,,,,,,,,
9189,722.1845036,0.08384039999998549,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9190,722.1999503999999,0.01544679999994969,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,3D,,,,,,,,,
9191,722.2696479,0.0696975000000748,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9192,722.3003233749999,0.03067547499995271,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,37,,,,,,,,,
9193,722.354791775,0.05446840000001885,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9194,722.439014275,0.08422250000000986,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9195,722.5240266249999,0.08501234999994267,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9196,722.58964295,0.06561632500006453,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,32,,,,,,,,,
9197,722.609041825,0.01939887499997894,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9198,722.67609405,0.06705222499999763,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,32,,,,,,,,,
9199,722.693389025,0.01729497500002708,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9200,722.776480025,0.08309099999996761,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,2C,,,,,,,,,
9201,722.7785339249999,0.002053899999964415,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9202,722.8201725,0.04163857500009272,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,2C,00,00,01,04,07,01,,,
9203,722.8204285999999,0.0002560999998877378,290271137103872,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,6D,D5,2C,3C,19,4C,,,
9204,722.8206706249999,0.0002420250000341184,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,2C,13,45,,,
9205,722.836113425,0.01544280000007348,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,08,26,00,F5,14,02,28,00,,,
9206,722.8676114499999,0.03149802499990528,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9207,722.8757889249999,0.00817747500002497,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,2A,,,,,,,,,
9208,722.951965825,0.07617690000006405,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9209,722.9761178499999,0.0241520249999212,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,20,,,,,,,,,
9210,723.037111925,0.06099407500005327,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9211,723.0765005999999,0.03938867499994103,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,1E,,,,,,,,,
9212,723.1222537,0.04575310000006994,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9213,723.1758292249999,0.05357552499992835,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,18,,,,,,,,,
9214,723.206605225,0.03077600000005986,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9215,723.2761733499999,0.06956812499993248,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,17,,,,,,,,,
9216,723.2916183499999,0.01544499999999971,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9217,723.376764775,0.08514642500006175,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9218,723.4609812,0.08421642500002235,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9219,723.5458935749999,0.08491237499993076,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,00,10,,,,,,,,,
9220,723.5783848,0.03249122500005796,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,0D,,,,,,,,,
9221,723.637520925,0.05913612500000909,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,00,00,,,,,,,,,
9222,723.6785775999999,0.04105667499993615,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,0D,,,,,,,,,
9223,723.7044039,0.02582630000006248,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9224,723.7284123999999,0.0240084999999226,284773578964992,F,F,HS CAN $777,HS CAN,,777,F,F,01,10,,,,,,,,,
9225,723.777876325,0.04946392500005459,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,08,,,,,,,,,
9226,723.8064525249999,0.02857619999997496,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9227,723.8782302999999,0.07177777499998683,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,08,,,,,,,,,
9228,723.8845,0.006269700000075318,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9229,723.8973990999999,0.01289909999991323,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,08,00,00,01,04,07,01,,,
9230,723.8976551999999,0.0002561000000014246,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,6D,D5,2C,3C,19,00,,,
9231,723.897889275,0.0002340750000939806,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,2E,13,45,,,
9232,723.90538495,0.007495674999972834,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9233,723.91343835,0.008053399999994326,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,08,31,00,ED,14,02,28,62,,,
9234,723.963057175,0.04961882500003867,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9235,723.9785619749999,0.01550479999991694,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,06,,,,,,,,,
9236,724.038512075,0.05995010000003731,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9237,724.0779248,0.03941272500003379,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,03,,,,,,,,,
9238,724.1263515999999,0.04842679999990196,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9239,724.129827525,0.003475925000088864,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9240,724.1782374999999,0.04840997499991317,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,01,,,,,,,,,
9241,724.215269125,0.03703162500005419,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9242,724.2898822,0.07461307500000203,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9243,724.3273257999999,0.0374435999999605,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9244,724.367889175,0.04056337500003338,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9245,724.3901913999999,0.0223022249999758,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,FB,,,,,,,,,
9246,724.453283275,0.06309187500005464,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9247,724.5376797,0.08439642500002265,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9248,724.541149575,0.003469874999950662,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9249,724.5581441999999,0.01699462499993842,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,FB,,,,,,,,,
9250,724.6160563,0.05791210000006686,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9251,724.6585087999999,0.04245249999996758,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,F4,,,,,,,,,
9252,724.6941065,0.03559770000003936,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9253,724.7387835999999,0.0446770999999444,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9254,724.7588701,0.02008650000004764,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,ED,,,,,,,,,
9255,724.772241325,0.01337122500001442,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9256,724.8463583499999,0.07411702499996409,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9257,724.8591994499999,0.01284109999994598,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,EB,,,,,,,,,
9258,724.9257951249999,0.0665956750000305,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9259,724.9388343249999,0.01303919999998016,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9260,724.95953875,0.0207044250000763,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,E9,,,,,,,,,
9261,724.9715378249999,0.01199907499994879,337550137098240,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,E9,00,00,00,F8,07,01,,,
9262,724.9717959249999,0.0002580999999963751,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,6D,D5,2C,3C,19,00,,,
9263,724.97202995,0.0002340250000543165,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,2E,13,45,,,
9264,724.9874707499999,0.01544079999996484,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,08,31,00,ED,14,02,2A,00,,,
9265,724.99992605,0.01245530000005601,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9266,725.05887305,0.0589469999999892,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,E6,,,,,,,,,
9267,725.07954375,0.02067069999998239,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9268,725.13836985,0.05882610000003297,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9269,725.1592342499999,0.02086439999993672,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,E4,,,,,,,,,
9270,725.163444125,0.004209875000015018,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9271,725.247358525,0.08391440000002603,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9272,725.2595696249999,0.01221109999994496,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,E2,,,,,,,,,
9273,725.340594325,0.08102470000005724,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9274,725.34085035,0.0002560249999987718,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9275,725.4213530249999,0.08050267499993424,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9276,725.5053055249999,0.08395250000000942,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9277,725.5406632999999,0.03535777499996584,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9278,725.5429112999999,0.002248000000008688,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,E2,,,,,,,,,
9279,725.589204175,0.04629287500006285,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9280,725.64250175,0.05329757499998777,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,E1,,,,,,,,,
9281,725.673187775,0.03068602500002271,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9282,725.740255275,0.06706750000000739,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9283,725.7428552749999,0.002599999999915781,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,DD,,,,,,,,,
9284,725.757892375,0.01503710000008596,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9285,725.832723475,0.07483109999998305,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9286,725.84221085,0.009487375000048814,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D5,,,,,,,,,
9287,725.9066685499999,0.06445769999993445,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9288,725.942517675,0.03584912500002702,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D5,,,,,,,,,
9289,725.9515172,0.008999525000035646,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9290,725.9814093,0.02989209999998366,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9291,726.042870025,0.0614607249999608,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D5,,,,,,,,,
9292,726.0476957249999,0.004825699999969402,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,D5,00,00,00,F7,07,01,,,
9293,726.047957925,0.0002622000000656044,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,6D,D5,2C,3C,19,00,,,
9294,726.0482000249999,0.0002420999999230844,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,34,13,45,,,
9295,726.0570815499999,0.008881524999992507,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9296,726.0636331749999,0.006551625000042804,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,08,31,00,ED,14,02,2B,00,,,
9297,726.132876575,0.06924340000000484,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9298,726.142223875,0.009347300000058568,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D0,,,,,,,,,
9299,726.1506894749999,0.008465599999908591,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9300,726.20759375,0.056904275000079,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9301,726.24253885,0.03494509999995898,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C8,,,,,,,,,
9302,726.2823063249999,0.03976747499996236,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9303,726.3571273,0.07482097500007967,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9304,726.3573815,0.0002541999999721156,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9305,726.4456555999999,0.08827409999992142,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9306,726.449333425,0.003677825000067969,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C2,,,,,,,,,
9307,726.533187925,0.08385450000002947,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9308,726.5574544249999,0.02426649999995334,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9309,726.6178844999999,0.06043007499999931,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9310,726.7031507749999,0.08526627499998085,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9311,726.718855675,0.01570490000005975,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C3,,,,,,,,,
9312,726.7573371999999,0.03848152499995194,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9313,726.7879752,0.03063800000006722,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9314,726.8395168,0.05154159999995045,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C3,,,,,,,,,
9315,726.873370725,0.03385392500001672,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9316,726.938865125,0.06549440000003415,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,BB,,,,,,,,,
9317,726.9514024499999,0.01253732499992566,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9318,726.9723791499999,0.02097670000000562,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9319,727.0255716749999,0.05319252499998584,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9320,727.0392146749999,0.01364300000000185,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C1,,,,,,,,,
9321,727.10104255,0.0618278750000627,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9322,727.13952535,0.03848279999999704,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,BB,,,,,,,,,
9323,727.172391225,0.0328658749999704,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
9324,727.1758692,0.003477975000009792,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9325,727.2388738,0.0630045999999993,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,B9,,,,,,,,,
9326,727.2395998249999,0.0007260249999490043,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,B9,00,00,00,F5,07,01,,,
9327,727.2398619249999,0.0002620999999862761,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,6D,D5,2C,3C,18,B4,,,
9328,727.2401040249999,0.0002421000000367712,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,34,13,45,,,
9329,727.2555288,0.01542477500004224,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,08,3D,00,E6,14,02,2C,00,,,
9330,727.271425925,0.0158971250000377,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9331,727.3609859999999,0.08956007499989482,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9332,727.3744211249999,0.01343512500000088,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
9333,727.438445,0.06402387500008899,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9334,727.5140839249999,0.07563892499990743,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
9335,727.545197425,0.03111350000006041,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,AB,,,,,,,,,
9336,727.5747196,0.02952217500001098,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
9337,727.5987200999999,0.0240004999999428,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9338,727.624887975,0.02616787500005558,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,AB,,,,,,,,,
9339,727.6791903999999,0.0543024249999462,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9340,727.7252344999999,0.04604410000001735,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A7,,,,,,,,,
9341,727.7557266,0.03049210000006042,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9342,727.7764053,0.02067869999996219,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
9343,727.8255772,0.04917190000003302,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A7,,,,,,,,,
9344,727.8298171,0.00423990000001595,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9345,727.9044121749999,0.07459507499993379,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9346,727.9248904999999,0.02047832499999913,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A5,,,,,,,,,
9347,727.9764352,0.0515447000000222,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
9348,727.9791270999999,0.002691899999945236,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9349,728.0252373,0.04611020000004373,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A5,,,,,,,,,
9350,728.0688884,0.0436511000000337,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9351,728.1255917249999,0.05670332499994402,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A3,,,,,,,,,
9352,728.1439246,0.01833287500005554,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9353,728.1759484749999,0.0320238749999362,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
9354,728.2186518,0.0427033250000477,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9355,728.2249413999999,0.006289599999945494,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,9E,,,,,,,,,
9356,728.293380925,0.0684395250000307,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,,,,,,,,,
9357,728.3820013249999,0.08862039999996796,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9358,728.382245425,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9359,728.382489525,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9360,728.382733625,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9361,728.3829777249999,0.0002440999999180349,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9362,728.383221825,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9363,728.3833539249999,0.000132099999973434,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
9364,728.383598,0.000244075000068733,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9365,728.3838420999999,0.0002440999999180349,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9366,728.3840862999999,0.0002441999999973632,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9367,728.38433045,0.0002441500000713859,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9368,728.3845745,0.0002440499999920576,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9369,728.384818525,0.0002440250000290689,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9370,728.3850626249999,0.0002440999999180349,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9371,728.385306725,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9372,728.385550825,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9373,728.38579495,0.0002441249999947104,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9374,728.3860390499999,0.0002440999999180349,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
9375,728.3862831499999,0.0002441000000317217,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,9E,00,00,00,F5,07,01,,,
