Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
1656,-58.87878019999999,0.04813680000000176,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,57,C8,,,,,,,,,
1657,-58.85504157499999,0.02373862500000002,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1658,-58.82658985,0.02845172499999648,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,87,,,,,,,,,
1659,-58.77954297499999,0.04704687500000659,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1660,-58.69724227499999,0.08230069999999756,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1661,-58.67713149999999,0.02011077499999914,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,54,C8,,,,,,,,,
1662,-58.62653769999999,0.05059380000000147,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,89,,,,,,,,,
1663,-58.62298379999999,0.003553899999999998,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1664,-58.54390097499999,0.07908282500000041,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1665,-58.4595265,0.08437447499999706,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,54,C8,,,,,,,,,
1666,-58.45601669999999,0.003509800000003338,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1667,-58.4528427,0.003173999999994237,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,89,,,,,,,,,
1668,-58.37355387499999,0.07928882500000611,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1669,-58.3524695,0.02108437499999383,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,92,,,,,,,,,
1670,-58.298376975,0.0540925250000015,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1671,-58.25773352499999,0.04064345000000458,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C1,A9,,,,,,,,,
1672,-58.253141775,0.004591749999995898,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,99,,,,,,,,,
1673,-58.22584,0.02730177499999798,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,99,00,01,01,40,07,01,,,
1674,-58.2255759,0.0002641000000025428,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5A,2A,2C,3C,10,0F,,,
1675,-58.225341875,0.000234024999997473,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,46,13,45,,,
1676,-58.22393377499999,0.00140810000000613,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1677,-58.20980287499999,0.01413089999999784,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,09,8F,02,06,14,0B,0F,00,,,
1678,-58.152797675,0.05700519999999898,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,92,,,,,,,,,
1679,-58.14788394999999,0.004913725000001534,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1680,-58.07220484999999,0.07567910000000211,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1681,-58.05861365,0.01359119999999336,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C4,A6,,,,,,,,,
1682,-58.052435925,0.006177725000000578,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,9C,,,,,,,,,
1683,-57.98043272499999,0.0720032000000046,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1684,-57.95316689999999,0.02726582500000063,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,9C,,,,,,,,,
1685,-57.8913969,0.06176999999999566,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1686,-57.857930975,0.03346592500000156,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C7,A3,,,,,,,,,
1687,-57.85281127499999,0.005119700000001615,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,9A,,,,,,,,,
1688,-57.81357774999999,0.03923352500000022,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1689,-57.75242884999999,0.06114889999999917,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A0,,,,,,,,,
1690,-57.73476194999999,0.01766690000000182,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1691,-57.65329932499999,0.08146262500000034,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,A1,,,,,,,,,
1692,-57.64978334999999,0.003515974999999116,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1693,-57.567418825,0.08236452499999558,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1694,-57.54130882499999,0.02611000000000274,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,AB,,,,,,,,,
1695,-57.49223594999999,0.04907287500000024,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1696,-57.45153654999999,0.04069940000000116,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9E,,,,,,,,,
1697,-57.41455495,0.03698159999999717,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1698,-57.37662804999999,0.0379269000000022,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,AB,,,,,,,,,
1699,-57.33907644999999,0.03755160000000046,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1700,-57.27734142499999,0.06173502500000438,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,B7,,,,,,,,,
1701,-57.26327834999999,0.0140630749999957,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1702,-57.249677225,0.01360112499999388,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9E,,,,,,,,,
1703,-57.17698924999999,0.07268797500000801,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BB,,,,,,,,,
1704,-57.17494135,0.002047899999993774,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1705,-57.15371697499999,0.02122437500000274,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,BB,00,01,01,46,07,01,,,
1706,-57.153452875,0.0002640999999954374,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5A,C3,2C,3C,10,5C,,,
1707,-57.153218775,0.0002341000000001258,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,46,13,45,,,
1708,-57.13767989999999,0.01553887500000428,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,09,89,02,14,14,0B,10,00,,,
1709,-57.08522727499999,0.05245262500000081,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1710,-57.0766398,0.00858747499999879,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,B4,,,,,,,,,
1711,-57.04832759999999,0.02831220000000201,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,99,,,,,,,,,
1712,-57.00772219999999,0.04060540000000401,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1713,-56.97733257499999,0.03038962499999798,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,B7,,,,,,,,,
1714,-56.931937475,0.04539509999999325,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1715,-56.87694404999999,0.05499342500000637,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,B9,,,,,,,,,
1716,-56.84703395,0.02991009999999506,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9B,,,,,,,,,
1717,-56.84352002499999,0.003513925000007134,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1718,-56.7766216,0.06689842499999088,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BD,,,,,,,,,
1719,-56.76114862499999,0.01547297500000866,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1720,-56.68629142499999,0.07485719999999674,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1721,-56.677302,0.008989424999995776,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,C5,,,,,,,,,
1722,-56.64518009999999,0.03212190000000703,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,97,,,,,,,,,
1723,-56.6118022,0.03337789999999074,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1724,-56.53612319999999,0.07567900000000805,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1725,-56.457134275,0.07898892499999022,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1726,-56.44354315,0.01359112500000492,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,97,,,,,,,,,
1727,-56.39976874999999,0.04377440000000376,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,C8,,,,,,,,,
1728,-56.37890394999999,0.02086479999999824,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1729,-56.30394084999999,0.07496310000000506,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1730,-56.299423025,0.004517824999993536,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D3,,,,,,,,,
1731,-56.22574189999999,0.07368112500000734,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,30,,,,,,,,,
1732,-56.22223194999999,0.003509949999994433,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1733,-56.20013775,0.02209419999999796,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,DB,,,,,,,,,
1734,-56.140051575,0.06008617499999502,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1735,-56.09980287499999,0.04024870000000646,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D3,,,,,,,,,
1736,-56.077562675,0.02224019999999882,327654532448256,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,D3,00,02,01,47,07,01,,,
1737,-56.07729657499999,0.0002661000000045988,435406671970304,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5B,5B,2C,3C,10,A8,,,
1738,-56.07705849999999,0.0002380749999986165,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,41,13,45,,,
1739,-56.06141769999999,0.0156407999999999,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,09,8A,02,23,14,0B,10,62,,,
1740,-56.0541341,0.007283599999993839,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1741,-56.02338599999999,0.03074810000001094,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,30,,,,,,,,,
1742,-55.999439825,0.02394617499999186,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D8,,,,,,,,,
1743,-55.97592125,0.0235185749999971,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1744,-55.90011767499999,0.075803575000009,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D8,,,,,,,,,
1745,-55.897643675,0.002473999999992316,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1746,-55.82276259999999,0.07488107500000751,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2E,,,,,,,,,
1747,-55.819254625,0.003507974999990892,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1748,-55.799744225,0.01951040000000148,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D8,,,,,,,,,
1749,-55.74369594999999,0.05604827500000908,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1750,-55.66801685,0.0756790999999879,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1751,-55.62104782499999,0.04696902500000988,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2E,,,,,,,,,
1752,-55.609752625,0.01129519999999218,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D2,,,,,,,,,
1753,-55.5935497,0.01620292500000176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1754,-55.511548975,0.08200072500000033,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1755,-55.42593067499999,0.08561830000000725,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1756,-55.42495855,0.0009721249999898874,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D2,,,,,,,,,
1757,-55.41889074999999,0.006067800000010948,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,30,,,,,,,,,
1758,-55.34084784999999,0.0780428999999998,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1759,-55.32466707499999,0.01618077499999515,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D0,,,,,,,,,
1760,-55.24851207499999,0.07615499999999997,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1761,-55.224313975,0.02419809999999245,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,CE,,,,,,,,,
1762,-55.218280275,0.00603370000000325,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,30,,,,,,,,,
1763,-55.150170675,0.06810959999999966,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1764,-55.12495267499999,0.02521800000000951,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D6,,,,,,,,,
1765,-55.061134775,0.06381789999998944,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1766,-55.02460775,0.03652702499999805,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,D0,,,,,,,,,
1767,-55.017652125,0.006955625000003351,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2F,,,,,,,,,
1768,-55.00547705,0.01217507500000181,327654532448256,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,D0,00,01,01,46,07,01,,,
1769,-55.00521295,0.0002640999999954374,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5B,5B,2C,3C,11,1A,,,
1770,-55.00497474999999,0.0002382000000125118,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,41,13,45,,,
1771,-54.98942604999999,0.01554869999999653,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,09,7C,02,29,14,0B,12,00,,,
1772,-54.98634414999999,0.003081899999997972,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1773,-54.92424335,0.06210079999999607,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,CC,,,,,,,,,
1774,-54.90728047499999,0.01696287500000438,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1775,-54.82393739999999,0.08334307500000193,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,C8,,,,,,,,,
1776,-54.82157952499999,0.002357875000001286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1777,-54.81784962499999,0.003729899999996178,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,32,,,,,,,,,
1778,-54.736496925,0.0813526999999965,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1779,-54.723547825,0.01294910000000016,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,C5,,,,,,,,,
1780,-54.64415509999999,0.07939272500000527,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1781,-54.61736877499999,0.02678632500000333,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,34,,,,,,,,,
1782,-54.54594337499999,0.07142539999999542,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1783,-54.457019175,0.0889241999999939,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1784,-54.441912375,0.01510679999999809,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,CA,,,,,,,,,
1785,-54.41686195,0.02505042500000343,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,34,,,,,,,,,
1786,-54.38287804999999,0.03398390000000972,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1787,-54.303887175,0.07899087499998814,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1788,-54.224931875,0.07895530000000406,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,CA,,,,,,,,,
1789,-54.21826809999999,0.006663775000006922,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1790,-54.214484325,0.003783774999988054,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,91,,,,,,,,,
1791,-54.13312954999999,0.08135477500000832,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1792,-54.124550175,0.008579374999996503,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,C6,,,,,,,,,
1793,-54.05826247499999,0.06628770000000372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1794,-54.02525704999999,0.03300542499999892,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BE,,,,,,,,,
1795,-54.01382567499999,0.0114313750000008,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,93,,,,,,,,,
1796,-53.980457875,0.03336779999999351,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1797,-53.9248705,0.05558737500000177,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BC,,,,,,,,,
1798,-53.90466364999999,0.0202068500000081,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1799,-53.828986675,0.07567697499999326,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1800,-53.82455887499999,0.00442780000000198,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,B0,,,,,,,,,
1801,-53.812565775,0.01199309999999798,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,B0,00,01,01,44,07,01,,,
1802,-53.812303675,0.000262100000000487,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5B,5B,2C,3C,11,67,,,
1803,-53.81206557499999,0.0002381000000042377,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,3E,13,45,,,
1804,-53.81193544999999,0.0001301249999983156,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,96,,,,,,,,,
1805,-53.79653864999999,0.01539680000000487,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,09,71,02,2D,14,0B,13,00,,,
1806,-53.74026227499999,0.05627637499999594,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1807,-53.72519737499999,0.01506489999999872,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,B0,,,,,,,,,
1808,-53.66177744999999,0.06341992500000515,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1809,-53.610842725,0.05093472499999052,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,99,,,,,,,,,
1810,-53.587400225,0.02344250000000158,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1811,-53.51172112499999,0.07567910000000211,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1812,-53.43634204999999,0.07537907500000074,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1813,-53.42874062499999,0.007601425000004269,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A7,,,,,,,,,
1814,-53.40908374999999,0.01965687499999546,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9C,,,,,,,,,
1815,-53.354503275,0.05458047499999452,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1816,-53.32794737499999,0.0265559000000053,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A7,,,,,,,,,
1817,-53.27943649999999,0.04851087500000517,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1818,-53.22755079999999,0.0518856999999997,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A7,,,,,,,,,
1819,-53.20115642499999,0.0263943749999953,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9C,,,,,,,,,
1820,-53.19764662499999,0.003509800000003338,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1821,-53.128226325,0.06942029999999022,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A2,,,,,,,,,
1822,-53.11557512499999,0.01265120000000764,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1823,-53.02986865,0.08570647499999495,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1824,-53.02791664999999,0.00195200000000284,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,9E,,,,,,,,,
1825,-52.99929847499999,0.02861817500000541,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9F,,,,,,,,,
1826,-52.951959475,0.0473389999999938,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1827,-52.92752734999999,0.02443212500000414,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,9E,,,,,,,,,
1828,-52.873592875,0.05393447499999127,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1829,-52.828220675,0.04537220000000275,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A0,,,,,,,,,
1830,-52.79864244999999,0.02957822500000873,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9E,,,,,,,,,
1831,-52.79513464999999,0.003507799999994176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1832,-52.73840724999999,0.05672739999999976,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,A0,00,01,01,44,07,01,,,
1833,-52.73814514999999,0.000262100000000487,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5B,F4,2C,3C,11,B3,,,
1834,-52.73790712499999,0.0002380250000015849,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,3E,13,45,,,
1835,-52.72237034999999,0.01553677500000106,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,09,72,02,3B,14,0B,14,00,,,
1836,-52.719198425,0.003171924999989528,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1837,-52.718558225,0.00064020000000653,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A0,,,,,,,,,
1838,-52.64326932499999,0.07528890000000388,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1839,-52.59956204999999,0.04370727500000271,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9E,,,,,,,,,
1840,-52.56556825,0.03399379999999042,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1841,-52.490195125,0.07537312499999871,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1842,-52.44601482499999,0.04418030000000784,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A2,,,,,,,,,
1843,-52.40446742499999,0.0415473999999989,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1844,-52.397493825,0.006973599999994917,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,9E,,,,,,,,,
1845,-52.34595005,0.05154377499999896,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,90,,,,,,,,,
1846,-52.31932175,0.02662829999999872,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1847,-52.24561385,0.07370790000000227,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,84,,,,,,,,,
1848,-52.24423795,0.001375899999999319,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1849,-52.196812975,0.04742497499999843,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,69,C8,,,,,,,,,
1850,-52.16975864999999,0.02705432500000882,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1851,-52.14629855,0.0234600999999941,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,7F,,,,,,,,,
1852,-52.094277925,0.05202062499999727,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1853,-52.04592984999999,0.04834807500000693,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,71,,,,,,,,,
1854,-52.01847764999999,0.02745219999999904,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
1855,-51.99505705,0.02342059999999435,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,63,C8,,,,,,,,,
1856,-51.94555514999999,0.04950190000000987,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,71,,,,,,,,,
1857,-51.92695035,0.01860479999999143,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
