Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting,,,,,,,,,,
4213207,34.09,36,44.22,349.8,32.43,-17.013,0.679,0.411,11,2.2,2.13,1.15,2.14,0,48,129,151,44.39795303,-110.5320816,9.1,41.77,0,4212957,0,,,,,,,,,,
4213257,34.09,36,44.22,350.6,32.43,-17.028,0.595,0.443,12,2.2,2.13,1.15,2.14,0,48,128,152,44.39795303,-110.5320816,9.1,41.77,0,4213007,0,,,,,,,,,,
4213307,34.09,36,44.22,350.6,32.43,-17.043,0.701,0.49,13,2.2,2.13,1.15,2.14,0,48,127,153,44.39795303,-110.5320816,9.1,41.77,0,4213057,0,,,,,,,,,,
4213357,34.09,34.7,40.21,349.2,32.41,-17.056,0.488,0.489,13,2.2,2.14,1.15,2.14,0,48,127,153,44.39795685,-110.5320816,9.1,41.77,0,4213107,0,,,,,,,,,,
4213407,34.09,34.7,40.21,349.2,32.37,-17.068,0.351,0.462,13,2.2,2.14,1.15,2.14,0,48,127,153,44.39795685,-110.5320816,9.1,41.77,0,4213157,0,,,,,,,,,,
4213457,34.09,34.7,40.21,348.1,32.33,-17.077,0.255,0.422,12,2.2,2.14,1.15,2.14,0,48,128,152,44.39795685,-110.5320816,9.1,41.77,0,4213207,0,,,,,,,,,,
4213507,34.09,34.7,40.21,348.1,32.29,-17.085,0.213,0.381,11,2.2,2.14,1.15,2.14,0,48,129,151,44.39795685,-110.5320816,9.1,41.77,0,4213257,0,,,,,,,,,,
4213557,34.09,31.9,43.59,348.8,32.24,-17.091,0.122,0.333,10,2.2,2.14,1.15,2.14,0,48,130,150,44.39795685,-110.5320816,9.1,41.77,0,4213307,0,,,,,,,,,,
4213607,34.09,31.9,43.59,348.8,32.19,-17.096,-0.004,0.27,9,2.2,2.14,1.15,2.14,0,48,131,149,44.39795685,-110.5320816,9.1,41.77,0,4213357,0,,,,,,,,,,
4213657,34.09,31.9,43.59,347.6,32.13,-17.099,-0.18,0.185,7,2.2,2.14,1.15,2.14,0,48,133,147,44.39795685,-110.5320816,9.1,41.77,0,4213407,0,,,,,,,,,,
4213707,34.09,31.9,43.59,347.6,32.08,-17.101,-0.187,0.115,5,2.2,2.14,1.15,2.14,0,48,135,145,44.39795685,-110.5320816,9.1,41.77,0,4213457,0,,,,,,,,,,
4213757,34.09,34.3,43.59,348.3,32.03,-17.103,-0.321,0.032,3,2.2,2.14,1.15,2.14,0,48,137,143,44.39795685,-110.5320816,9.1,41.77,0,4213507,0,,,,,,,,,,
4213807,34.09,34.3,44.09,348.3,32,-17.105,-0.313,-0.034,2,2.2,2.14,1.15,2.14,0,48,138,142,44.39795685,-110.5320816,9.1,41.77,0,4213557,0,,,,,,,,,,
4213857,34.09,34.3,44.09,348.3,31.96,-17.108,-0.397,-0.103,0,2.2,2.14,1.15,2.14,0,48,140,140,44.39795685,-110.5320816,9.1,41.77,0,4213607,0,,,,,,,,,,
4213907,34.09,34.3,44.09,348.3,31.94,-17.114,-0.332,-0.147,0,2.2,2.14,1.15,2.14,0,48,140,140,44.39795685,-110.5320816,9.1,41.77,0,4213657,0,,,,,,,,,,
4213957,34.09,34.1,42.47,348.3,31.93,-17.121,-0.355,-0.187,-1,2.2,2.13,1.15,2.14,0,48,141,139,44.39795685,-110.5320816,9.1,41.77,0,4213707,0,,,,,,,,,,
4214007,34.09,34.1,42.47,348.2,31.94,-17.13,-0.233,-0.197,-1,2.2,2.13,1.15,2.14,0,48,141,139,44.39795685,-110.5320816,9.1,41.77,0,4213757,0,,,,,,,,,,
4214057,34.09,34.1,42.47,348.2,31.86,-17.135,-1.095,-0.367,-5,2.2,2.13,1.15,2.14,0,48,145,135,44.39795685,-110.5320816,9.1,41.77,0,4213807,0,,,,,,,,,,
4214107,34.09,34.1,42.47,348.2,31.91,-17.142,-0.012,-0.301,-3,2.2,2.13,1.15,2.14,0,48,143,137,44.39795685,-110.5320816,9.1,41.77,0,4213857,0,,,,,,,,,,
4214157,34.09,33.8,41.59,349.2,31.98,-17.152,0.213,-0.205,-1,2.2,2.09,1.15,2.14,0,48,141,139,44.39796066,-110.5320816,9.1,41.77,0,4213907,0,,,,,,,,,,
4214207,34.09,33.8,41.59,349.2,32.05,-17.164,0.324,-0.107,0,2.2,2.09,1.15,2.13,0,48,140,140,44.39796066,-110.5320816,9.1,41.77,0,4213957,0,,,,,,,,,,
4214257,34.09,33.8,41.59,350.2,32.12,-17.177,0.541,0.014,3,2.2,2.09,1.15,2.13,0,48,137,143,44.39796066,-110.5320816,9.1,41.77,0,4214007,0,,,,,,,,,,
4214307,34.09,33.8,41.59,350.2,32.19,-17.191,0.713,0.145,6,2.2,2.09,1.15,2.13,0,48,134,146,44.39796066,-110.5320816,9.1,41.77,0,4214057,0,,,,,,,,,,
4214357,34.09,32.2,40.77,349,32.24,-17.205,0.648,0.239,8,2.2,2.08,1.15,2.13,0,48,132,148,44.39796066,-110.532074,9.1,41.77,0,4214107,0,,,,,,,,,,
4214407,34.09,32.2,40.77,349,32.28,-17.22,0.736,0.333,10,2.2,2.08,1.15,2.13,0,48,130,150,44.39796066,-110.532074,9.1,41.77,0,4214157,0,,,,,,,,,,
4214457,34.09,32.2,40.77,349,32.31,-17.234,0.751,0.411,12,2.2,2.08,1.15,2.12,0,48,128,152,44.39796066,-110.532074,9.1,41.77,0,4214207,0,,,,,,,,,,
4214507,34.09,32.2,40.77,349,32.31,-17.248,0.671,0.46,13,2.2,2.08,1.15,2.12,0,48,127,153,44.39796066,-110.532074,9.1,41.77,0,4214257,0,,,,,,,,,,
4214557,34.09,30.3,42.64,348.2,32.3,-17.263,0.587,0.485,14,2.2,2.08,1.15,2.12,0,48,126,154,44.39796448,-110.532074,9.1,41.77,0,4214307,0,,,,,,,,,,
4214607,34.09,30.3,42.64,348.2,32.28,-17.278,0.522,0.493,14,2.2,2.08,1.15,2.12,0,48,126,154,44.39796448,-110.532074,9.1,41.77,0,4214357,0,,,,,,,,,,
4214657,34.09,30.3,42.64,348.1,32.24,-17.293,0.373,0.471,13,2.2,2.08,1.15,2.12,0,48,127,153,44.39796448,-110.532074,9.1,41.77,0,4214407,0,,,,,,,,,,
4214707,34.09,30.3,42.64,348.1,32.2,-17.307,0.297,0.44,13,2.2,2.08,1.15,2.12,0,48,127,153,44.39796448,-110.532074,9.1,41.77,0,4214457,0,,,,,,,,,,
4214757,34.09,31.4,42.64,348.4,32.15,-17.314,0.175,0.39,12,2.2,2.08,1.15,2.11,0,48,128,152,44.39796448,-110.532074,9.1,41.77,0,4214507,0,,,,,,,,,,
4214807,34.09,31.4,43.32,348.4,32.1,-17.322,0.083,0.333,11,2.2,2.11,1.15,2.11,0,48,129,151,44.39796448,-110.532074,9.1,41.77,0,4214557,0,,,,,,,,,,
4214857,34.09,31.4,43.32,348.4,32.05,-17.331,0.083,0.286,10,2.2,2.11,1.15,2.11,0,48,130,150,44.39796448,-110.532074,9.1,41.77,0,4214607,0,,,,,,,,,,
4214907,34.09,31.4,43.32,348.4,32.01,-17.339,0.049,0.242,9,2.2,2.11,1.15,2.11,0,48,131,149,44.39796448,-110.532074,9.1,41.77,0,4214657,0,,,,,,,,,,
4214957,34.09,29.7,41.43,348.4,31.98,-17.348,0.091,0.215,8,2.2,2.09,1.15,2.11,0,48,132,148,44.39796448,-110.532074,9.1,41.77,0,4214707,0,,,,,,,,,,
4215007,34.09,29.7,41.43,347.6,31.94,-17.36,-0.065,0.163,7,2.2,2.09,1.15,2.11,0,48,133,147,44.39796448,-110.532074,9.1,41.77,0,4214757,0,,,,,,,,,,
4215057,34.09,29.7,41.43,347.6,31.8,-17.364,-1.099,-0.073,2,2.2,2.09,1.15,2.11,0,48,138,142,44.39796448,-110.532074,9.1,41.77,0,4214807,0,,,,,,,,,,
4215107,34.09,29.7,41.43,347.6,31.81,-17.367,0.007,-0.057,2,2.2,2.09,1.15,2.11,0,48,138,142,44.39796448,-110.532074,9.1,41.77,0,4214857,0,,,,,,,,,,
4215157,34.09,31.9,40.45,347.6,31.82,-17.369,-0.058,-0.057,2,2.2,2.08,1.15,2.11,0,48,138,142,44.39796829,-110.532074,9.1,41.77,0,4214907,0,,,,,,,,,,
4215207,34.09,31.9,40.45,348.9,31.83,-17.37,0.034,-0.04,2,2.2,2.08,1.15,2.11,0,48,138,142,44.39796829,-110.532074,9.1,41.77,0,4214957,0,,,,,,,,,,
4215257,34.09,31.9,40.45,348.9,31.84,-17.372,0.083,-0.017,3,2.2,2.08,1.15,2.11,0,48,137,143,44.39796829,-110.532074,9.1,41.77,0,4215007,0,,,,,,,,,,
4215307,34.09,31.9,40.45,349,31.86,-17.373,0.099,0.005,3,2.2,2.08,1.15,2.11,0,48,137,143,44.39796829,-110.532074,9.1,41.77,0,4215057,0,,,,,,,,,,
4215357,34.09,33.2,39.8,349,31.87,-17.374,0.152,0.032,4,2.2,2.05,1.15,2.11,0,48,136,144,44.39796829,-110.5320664,9.1,41.77,0,4215107,0,,,,,,,,,,
4215407,34.09,33.2,39.8,349.1,31.89,-17.376,0.217,0.066,5,2.2,2.05,1.15,2.1,0,48,135,145,44.39796829,-110.5320664,9.1,41.77,0,4215157,0,,,,,,,,,,
4215457,34.09,33.2,39.8,349.1,31.9,-17.379,0.183,0.087,5,2.2,2.05,1.15,2.1,0,48,135,145,44.39796829,-110.5320664,9.1,41.77,0,4215207,0,,,,,,,,,,
4215507,34.09,33.2,39.8,348.9,31.91,-17.384,0.236,0.115,6,2.2,2.05,1.15,2.1,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215257,0,,,,,,,,,,
4215557,34.09,33.1,41.65,348.9,31.91,-17.388,0.103,0.112,6,2.2,2.04,1.15,2.1,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215307,0,,,,,,,,,,
4215607,34.09,33.1,41.65,349.8,31.9,-17.394,0.118,0.112,6,2.2,2.04,1.15,2.09,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215357,0,,,,,,,,,,
4215657,34.09,33.1,41.65,349.8,31.9,-17.401,0.099,0.109,6,2.2,2.04,1.15,2.09,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215407,0,,,,,,,,,,
4215707,34.09,33.1,41.65,349.1,31.89,-17.408,0.114,0.11,6,2.2,2.04,1.15,2.09,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215457,0,,,,,,,,,,
4215757,34.09,31.2,41.65,349.1,31.89,-17.415,0.133,0.114,6,2.2,2.04,1.15,2.09,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215507,0,,,,,,,,,,
4215807,34.09,31.2,40.57,348.5,31.88,-17.422,0.095,0.111,6,2.2,2.04,1.15,2.08,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215557,0,,,,,,,,,,
4215857,34.09,31.2,40.57,348.5,31.88,-17.429,0.171,0.123,6,2.2,2.04,1.15,2.08,0,48,134,146,44.39796829,-110.5320664,9.1,41.77,0,4215607,0,,,,,,,,,,
4215907,34.09,31.2,40.57,348.6,31.89,-17.435,0.255,0.148,7,2.2,2.04,1.15,2.08,0,48,133,147,44.39796829,-110.5320664,9.1,41.77,0,4215657,0,,,,,,,,,,
4215957,34.09,32.9,38.82,348.6,31.89,-17.438,0.209,0.159,7,2.2,2.06,1.15,2.08,0,48,133,147,44.39797211,-110.5320664,9.1,41.77,0,4215707,0,,,,,,,,,,
4216007,34.09,32.9,38.82,348.6,31.91,-17.442,0.438,0.211,8,2.2,2.06,1.15,2.08,0,48,132,148,44.39797211,-110.5320664,9.1,41.77,0,4215757,0,,,,,,,,,,
4216057,34.09,32.9,38.82,348.6,31.92,-17.443,0.415,0.249,9,2.2,2.06,1.15,2.08,0,48,131,149,44.39797211,-110.5320664,9.1,41.77,0,4215807,0,,,,,,,,,,
4216107,34.09,32.9,38.82,348.5,31.93,-17.443,0.48,0.292,10,2.2,2.06,1.15,2.08,0,48,130,150,44.39797211,-110.5320664,9.1,41.77,0,4215857,0,,,,,,,,,,
4216157,34.09,33,40.23,348.5,31.93,-17.441,0.366,0.305,11,2.2,2.06,1.15,2.08,0,48,129,151,44.39797211,-110.5320664,9.1,41.77,0,4215907,0,,,,,,,,,,
4216207,34.09,33,40.23,348.6,31.92,-17.438,0.427,0.328,11,2.2,2.06,1.15,2.07,0,48,129,151,44.39797211,-110.5320664,9.1,41.77,0,4215957,0,,,,,,,,,,
4216257,34.09,33,40.23,348.6,31.9,-17.432,0.209,0.305,11,2.2,2.06,1.15,2.07,0,48,129,151,44.39797211,-110.5320664,9.1,41.77,0,4216007,0,,,,,,,,,,
4216307,34.09,33,40.23,347.8,31.88,-17.426,0.293,0.302,11,2.2,2.06,1.15,2.07,0,48,129,151,44.39797211,-110.5320664,9.1,41.77,0,4216057,0,,,,,,,,,,
4216357,34.09,30.5,41.57,347.8,31.85,-17.418,0.125,0.27,10,2.2,2.06,1.15,2.07,0,48,130,150,44.39797592,-110.5320587,9.1,41.77,0,4216107,0,,,,,,,,,,
4216407,34.09,30.5,41.57,347.7,31.81,-17.409,0.095,0.237,9,2.2,2.06,1.15,2.07,0,48,131,149,44.39797592,-110.5320587,9.1,41.77,0,4216157,0,,,,,,,,,,
4216457,34.09,30.5,41.57,347.7,31.78,-17.4,0.064,0.206,9,2.2,2.06,1.15,2.07,0,48,131,149,44.39797592,-110.5320587,9.1,41.77,0,4216207,0,,,,,,,,,,
4216507,34.09,30.5,41.57,348.3,31.75,-17.391,-0.046,0.159,8,2.2,2.06,1.15,2.07,0,48,132,148,44.39797592,-110.5320587,9.1,41.77,0,4216257,0,,,,,,,,,,
4216557,34.09,31.2,40.22,348.3,31.71,-17.383,-0.096,0.111,7,2.2,2.06,1.15,2.07,0,48,133,147,44.39797592,-110.5320587,9.1,41.77,0,4216307,0,,,,,,,,,,
4216607,34.09,31.2,40.22,348.2,31.69,-17.377,-0.058,0.08,6,2.2,2.06,1.15,2.07,0,48,134,146,44.39797592,-110.5320587,9.1,41.77,0,4216357,0,,,,,,,,,,
4216657,34.09,31.2,40.22,348.2,31.67,-17.373,-0.039,0.058,5,2.2,2.06,1.15,2.07,0,48,135,145,44.39797592,-110.5320587,9.1,41.77,0,4216407,0,,,,,,,,,,
4216707,34.09,31.2,40.22,349.2,31.66,-17.371,-0.039,0.04,5,2.2,2.06,1.15,2.07,0,48,135,145,44.39797592,-110.5320587,9.1,41.77,0,4216457,0,,,,,,,,,,
4216757,34.09,31.4,40.22,349.2,31.65,-17.371,-0.016,0.03,5,2.2,2.06,1.15,2.07,0,48,135,145,44.39797592,-110.5320587,9.1,41.77,0,4216507,0,,,,,,,,,,
4216807,34.09,31.4,43.35,349.4,31.63,-17.373,-0.107,0.004,4,2.2,2.04,1.15,2.07,0,48,136,144,44.39797592,-110.5320587,9.1,41.77,0,4216557,0,,,,,,,,,,
4216857,34.09,31.4,43.35,349.4,31.63,-17.377,0.015,0.006,4,2.2,2.04,1.15,2.07,0,48,136,144,44.39797592,-110.5320587,9.1,41.77,0,4216607,0,,,,,,,,,,
4216907,34.09,31.4,43.35,349.4,31.62,-17.38,-0.103,-0.014,4,2.2,2.04,1.15,2.06,0,48,136,144,44.39797592,-110.5320587,9.1,41.77,0,4216657,0,,,,,,,,,,
4216957,34.09,30.6,40.84,349.4,31.63,-17.383,0.026,-0.006,4,2.2,2.04,1.15,2.06,0,48,136,144,44.39797974,-110.5320587,9.1,41.77,0,4216707,0,,,,,,,,,,
4217007,34.09,30.6,40.84,348.5,31.63,-17.386,0.045,0.004,4,2.2,2.04,1.15,2.06,0,48,136,144,44.39797974,-110.5320587,9.1,41.77,0,4216757,0,,,,,,,,,,
4217057,34.09,30.6,40.84,348.5,31.64,-17.387,0.133,0.029,5,2.2,2.04,1.15,2.06,0,48,135,145,44.39797974,-110.5320587,9.1,41.77,0,4216807,0,,,,,,,,,,
4217107,34.09,30.6,40.84,349.8,31.65,-17.387,0.141,0.05,5,2.2,2.04,1.15,2.06,0,48,135,145,44.39797974,-110.5320587,9.1,41.77,0,4216857,0,,,,,,,,,,
4217157,34.09,30.6,37.56,349.8,31.67,-17.386,0.278,0.094,6,2.2,2.04,1.15,2.06,0,48,134,146,44.39797974,-110.5320587,9.1,41.77,0,4216907,0,,,,,,,,,,
4217207,34.09,30.6,37.56,349.8,31.69,-17.383,0.248,0.123,7,2.2,2.04,1.15,2.06,0,48,133,147,44.39797974,-110.5320587,9.1,41.77,0,4216957,0,,,,,,,,,,
4217257,34.09,30.6,37.56,349.8,31.69,-17.379,0.228,0.143,7,2.2,2.04,1.15,2.06,0,48,133,147,44.39797974,-110.5320587,9.1,41.77,0,4217007,0,,,,,,,,,,
4217307,34.09,30.6,37.56,348.6,31.7,-17.375,0.328,0.178,8,2.2,2.04,1.15,2.06,0,48,132,148,44.39797974,-110.5320587,9.1,41.77,0,4217057,0,,,,,,,,,,
4217357,34.09,34.2,39.39,348.6,31.7,-17.369,0.213,0.184,8,2.2,2.03,1.15,2.06,0,48,132,148,44.39798355,-110.5320587,9.1,41.77,0,4217107,0,,,,,,,,,,
4217407,34.09,34.2,39.39,348.1,31.7,-17.363,0.324,0.209,9,2.2,2.03,1.15,2.05,0,48,131,149,44.39798355,-110.5320587,9.1,41.77,0,4217157,0,,,,,,,,,,
4217457,34.09,34.2,39.39,348.1,31.69,-17.355,0.209,0.208,9,2.2,2.03,1.15,2.05,0,48,131,149,44.39798355,-110.5320587,9.1,41.77,0,4217207,0,,,,,,,,,,
4217507,34.09,34.2,39.39,347.8,31.7,-17.348,0.305,0.225,9,2.2,2.03,1.15,2.05,0,48,131,149,44.39798355,-110.5320587,9.1,41.77,0,4217257,0,,,,,,,,,,
4217557,34.09,30.7,40.51,347.8,31.68,-17.341,0.206,0.222,9,2.2,2.03,1.15,2.05,0,48,131,149,44.39798355,-110.5320511,9.1,41.77,0,4217307,0,,,,,,,,,,
4217607,34.09,30.7,40.51,348.2,31.67,-17.334,0.251,0.228,10,2.2,2.03,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217357,0,,,,,,,,,,
4217657,34.09,30.7,40.51,348.2,31.67,-17.327,0.263,0.235,10,2.2,2.03,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217407,0,,,,,,,,,,
4217707,34.09,30.7,40.51,347.6,31.65,-17.32,0.244,0.237,10,2.2,2.03,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217457,0,,,,,,,,,,
4217757,34.09,31,40.51,347.6,31.64,-17.312,0.259,0.241,10,2.2,2.03,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217507,0,,,,,,,,,,
4217807,34.09,31,41.63,348,31.63,-17.303,0.24,0.241,10,2.2,2.05,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217557,0,,,,,,,,,,
4217857,34.09,31,41.63,348,31.62,-17.295,0.221,0.238,10,2.2,2.05,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217607,0,,,,,,,,,,
4217907,34.09,31,41.63,348,31.6,-17.285,0.175,0.226,10,2.2,2.05,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217657,0,,,,,,,,,,
4217957,34.09,30.7,39.37,348,31.58,-17.276,0.156,0.214,10,2.2,2.05,1.15,2.05,0,48,130,150,44.39798355,-110.5320511,9.1,41.77,0,4217707,0,,,,,,,,,,
4218007,34.09,30.7,39.37,347.1,31.55,-17.266,0.053,0.184,9,2.2,2.05,1.15,2.05,0,48,131,149,44.39798355,-110.5320511,9.1,41.77,0,4217757,0,,,,,,,,,,
4218057,34.09,30.7,39.37,347.1,31.52,-17.256,-0.008,0.148,8,2.2,2.05,1.15,2.05,0,48,132,148,44.39798355,-110.5320511,9.1,41.77,0,4217807,0,,,,,,,,,,
4218107,34.09,30.7,39.37,347.6,31.49,-17.246,-0.039,0.113,8,2.2,2.05,1.15,2.05,0,48,132,148,44.39798355,-110.5320511,9.1,41.77,0,4217857,0,,,,,,,,,,
4218157,34.09,28,38.78,347.6,31.46,-17.231,-0.157,0.064,6,2.2,2.04,1.15,2.05,0,48,134,146,44.39798737,-110.5320511,9.1,41.77,0,4217907,0,,,,,,,,,,
4218207,34.09,28,38.78,348.9,31.43,-17.217,-0.123,0.031,6,2.2,2.04,1.15,2.05,0,48,134,146,44.39798737,-110.5320511,9.1,41.77,0,4217957,0,,,,,,,,,,
4218257,34.09,28,38.78,348.9,31.42,-17.205,-0.073,0.013,5,2.2,2.04,1.15,2.05,0,48,135,145,44.39798737,-110.5320511,9.1,41.77,0,4218007,0,,,,,,,,,,
4218307,34.09,28,38.78,348.4,31.41,-17.194,-0.069,-0.001,5,2.2,2.04,1.15,2.05,0,48,135,145,44.39798737,-110.5320511,9.1,41.77,0,4218057,0,,,,,,,,,,
4218357,34.09,31.2,40.19,348.4,31.4,-17.183,-0.039,-0.008,5,2.2,2.06,1.15,2.04,0,48,135,145,44.39798737,-110.5320435,9.1,41.77,0,4218107,0,,,,,,,,,,
4218407,34.09,31.2,40.19,348.3,31.4,-17.174,-0.012,-0.008,5,2.2,2.06,1.15,2.05,0,48,135,145,44.39798737,-110.5320435,9.1,41.77,0,4218157,0,,,,,,,,,,
4218457,34.09,31.2,40.19,348.3,31.41,-17.165,0.061,0.005,5,2.2,2.06,1.15,2.05,0,48,135,145,44.39798737,-110.5320435,9.1,41.77,0,4218207,0,,,,,,,,,,
4218507,34.09,31.2,40.19,348.5,31.43,-17.156,0.152,0.032,6,2.2,2.06,1.15,2.05,0,48,134,146,44.39798737,-110.5320435,9.1,41.77,0,4218257,0,,,,,,,,,,
4218557,34.09,35.6,40.1,348.5,31.43,-17.148,0.061,0.036,6,2.2,2.04,1.15,2.05,0,48,134,146,44.39798737,-110.5320435,9.1,41.77,0,4218307,0,,,,,,,,,,
4218607,34.09,35.6,40.1,349.1,31.44,-17.139,0.141,0.053,6,2.2,2.04,1.15,2.05,0,48,134,146,44.39798737,-110.5320435,9.1,41.77,0,4218357,0,,,,,,,,,,
4218657,34.09,35.6,40.1,349.1,31.45,-17.13,0.133,0.066,7,2.2,2.04,1.15,2.05,0,48,133,147,44.39798737,-110.5320435,9.1,41.77,0,4218407,0,,,,,,,,,,
4218707,34.09,35.6,40.1,348.4,31.46,-17.122,0.175,0.085,7,2.2,2.04,1.15,2.05,0,48,133,147,44.39798737,-110.5320435,9.1,41.77,0,4218457,0,,,,,,,,,,
4218757,34.09,34.1,40.1,348.4,31.47,-17.113,0.16,0.098,7,2.2,2.04,1.15,2.05,0,48,133,147,44.39799118,-110.5320435,9.1,41.77,0,4218507,0,,,,,,,,,,
4218807,34.09,34.1,39.28,348.4,31.48,-17.105,0.228,0.121,8,2.2,2.04,1.15,2.05,0,48,132,148,44.39799118,-110.5320435,9.1,41.77,0,4218557,0,,,,,,,,,,
4218857,34.09,34.1,39.28,348.4,31.49,-17.097,0.293,0.152,9,2.2,2.04,1.15,2.04,0,48,131,149,44.39799118,-110.5320435,9.1,41.77,0,4218607,0,,,,,,,,,,
4218907,34.09,34.1,39.28,348.4,31.49,-17.09,0.263,0.172,9,2.2,2.04,1.15,2.04,0,48,131,149,44.39799118,-110.5320435,9.1,41.77,0,4218657,0,,,,,,,,,,
4218957,34.09,28.8,40.51,348.4,31.49,-17.082,0.213,0.181,9,2.2,2.04,1.15,2.04,0,48,131,149,44.39799118,-110.5320435,9.1,41.77,0,4218707,0,,,,,,,,,,
4219007,34.09,28.8,40.51,347.9,31.48,-17.075,0.244,0.194,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4218757,0,,,,,,,,,,
4219057,34.09,28.8,40.51,347.9,31.47,-17.068,0.175,0.192,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4218807,0,,,,,,,,,,
4219107,34.09,28.8,40.51,347.9,31.46,-17.061,0.209,0.196,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4218857,0,,,,,,,,,,
4219157,34.09,31.1,42.08,347.9,31.45,-17.055,0.198,0.197,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4218907,0,,,,,,,,,,
4219207,34.09,31.1,42.08,347.1,31.44,-17.049,0.194,0.196,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4218957,0,,,,,,,,,,
4219257,34.09,31.1,42.08,347.1,31.43,-17.039,0.213,0.2,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4219007,0,,,,,,,,,,
4219307,34.09,31.1,42.08,347.4,31.42,-17.031,0.198,0.2,10,2.2,2.04,1.15,2.04,0,48,130,150,44.39799118,-110.5320435,9.1,41.77,0,4219057,0,,,,,,,,,,
4219357,34.09,29.5,40.47,347.4,31.4,-17.023,0.095,0.181,10,2.2,2.04,1.15,2.04,0,48,130,150,44.397995,-110.5320358,9.1,41.77,0,4219107,0,,,,,,,,,,
4219407,34.09,29.5,40.47,347.3,31.39,-17.017,0.167,0.179,10,2.2,2.04,1.15,2.04,0,48,130,150,44.397995,-110.5320358,9.1,41.77,0,4219157,0,,,,,,,,,,
4219457,34.09,29.5,40.47,347.3,31.36,-17.01,0.034,0.153,9,2.2,2.04,1.15,2.04,0,48,131,149,44.397995,-110.5320358,9.1,41.77,0,4219207,0,,,,,,,,,,
4219507,34.09,29.5,40.47,347.3,31.34,-17.002,-0.035,0.118,8,2.2,2.04,1.15,2.04,0,48,132,148,44.397995,-110.5320358,9.1,41.77,0,4219257,0,,,,,,,,,,
4219557,34.09,30.5,41.48,347.3,31.32,-16.993,-0.004,0.096,8,2.2,2.04,1.15,2.04,0,48,132,148,44.397995,-110.5320358,9.1,41.77,0,4219307,0,,,,,,,,,,
4219607,34.09,30.5,41.48,347.3,31.29,-16.984,-0.096,0.06,7,2.2,2.04,1.15,2.04,0,48,133,147,44.397995,-110.5320358,9.1,41.77,0,4219357,0,,,,,,,,,,
4219657,34.09,30.5,41.48,347.3,31.27,-16.973,-0.115,0.028,6,2.2,2.04,1.15,2.04,0,48,134,146,44.397995,-110.5320358,9.1,41.77,0,4219407,0,,,,,,,,,,
4219707,34.09,30.5,41.48,347.6,31.26,-16.961,-0.05,0.013,6,2.2,2.04,1.15,2.04,0,48,134,146,44.397995,-110.5320358,9.1,41.77,0,4219457,0,,,,,,,,,,
4219757,34.09,33.8,41.48,347.6,31.24,-16.949,-0.153,-0.019,5,2.2,2.04,1.15,2.04,0,48,135,145,44.397995,-110.5320358,9.1,41.77,0,4219507,0,,,,,,,,,,
4219807,34.09,33.8,40.99,348.2,31.25,-16.937,-0.02,-0.02,5,2.2,2.04,1.15,2.04,0,48,135,145,44.397995,-110.5320358,9.1,41.77,0,4219557,0,,,,,,,,,,
4219857,34.09,33.8,40.99,348.2,31.25,-16.925,-0.008,-0.019,5,2.2,2.04,1.15,2.04,0,48,135,145,44.397995,-110.5320358,9.1,41.77,0,4219607,0,,,,,,,,,,
4219907,34.09,33.8,40.99,348.2,31.25,-16.913,0,-0.017,5,2.2,2.04,1.15,2.04,0,48,135,145,44.397995,-110.5320358,9.1,41.77,0,4219657,0,,,,,,,,,,
